series_slug,series_name,episode_no,episode_slug,source_key,dest_key,size
the-breaker-eternal-force,The Breaker: Eternal Force,88,episode-000088-episode-88,datasets/pages/source/webtoon_cleaned_dim_v2/the-breaker-eternal-force/episode-000088-episode-88/page-0236.jpg,datasets/pages/single/the-breaker-eternal-force_manwa/episode-000088-episode-88__page-0236.jpg,115180
the-breaker-eternal-force,The Breaker: Eternal Force,88,episode-000088-episode-88,datasets/pages/source/webtoon_cleaned_dim_v2/the-breaker-eternal-force/episode-000088-episode-88/page-0235.jpg,datasets/pages/single/the-breaker-eternal-force_manwa/episode-000088-episode-88__page-0235.jpg,47346
teenage-mercenary,Teenage Mercenary,21,episode-000021-episode-20,datasets/pages/source/webtoon_cleaned_dim_v2/teenage-mercenary/episode-000021-episode-20/page-0364.jpg,datasets/pages/single/teenage-mercenary_manwa/episode-000021-episode-20__page-0364.jpg,56073
teenage-mercenary,Teenage Mercenary,51,episode-000051-episode-50,datasets/pages/source/webtoon_cleaned_dim_v2/teenage-mercenary/episode-000051-episode-50/page-0396.jpg,datasets/pages/single/teenage-mercenary_manwa/episode-000051-episode-50__page-0396.jpg,122870
teenage-mercenary,Teenage Mercenary,21,episode-000021-episode-20,datasets/pages/source/webtoon_cleaned_dim_v2/teenage-mercenary/episode-000021-episode-20/page-0363.jpg,datasets/pages/single/teenage-mercenary_manwa/episode-000021-episode-20__page-0363.jpg,88881
teenage-mercenary,Teenage Mercenary,21,episode-000021-episode-20,datasets/pages/source/webtoon_cleaned_dim_v2/teenage-mercenary/episode-000021-episode-20/page-0362.jpg,datasets/pages/single/teenage-mercenary_manwa/episode-000021-episode-20__page-0362.jpg,66950
teenage-mercenary,Teenage Mercenary,158,episode-000158-episode-157,datasets/pages/source/webtoon_cleaned_dim_v2/teenage-mercenary/episode-000158-episode-157/page-0062.jpg,datasets/pages/single/teenage-mercenary_manwa/episode-000158-episode-157__page-0062.jpg,78474
teenage-mercenary,Teenage Mercenary,21,episode-000021-episode-20,datasets/pages/source/webtoon_cleaned_dim_v2/teenage-mercenary/episode-000021-episode-20/page-0361.jpg,datasets/pages/single/teenage-mercenary_manwa/episode-000021-episode-20__page-0361.jpg,98342
teenage-mercenary,Teenage Mercenary,51,episode-000051-episode-50,datasets/pages/source/webtoon_cleaned_dim_v2/teenage-mercenary/episode-000051-episode-50/page-0397.jpg,datasets/pages/single/teenage-mercenary_manwa/episode-000051-episode-50__page-0397.jpg,135030
teenage-mercenary,Teenage Mercenary,21,episode-000021-episode-20,datasets/pages/source/webtoon_cleaned_dim_v2/teenage-mercenary/episode-000021-episode-20/page-0360.jpg,datasets/pages/single/teenage-mercenary_manwa/episode-000021-episode-20__page-0360.jpg,81712
teenage-mercenary,Teenage Mercenary,21,episode-000021-episode-20,datasets/pages/source/webtoon_cleaned_dim_v2/teenage-mercenary/episode-000021-episode-20/page-0359.jpg,datasets/pages/single/teenage-mercenary_manwa/episode-000021-episode-20__page-0359.jpg,77795
teenage-mercenary,Teenage Mercenary,21,episode-000021-episode-20,datasets/pages/source/webtoon_cleaned_dim_v2/teenage-mercenary/episode-000021-episode-20/page-0358.jpg,datasets/pages/single/teenage-mercenary_manwa/episode-000021-episode-20__page-0358.jpg,54971
teenage-mercenary,Teenage Mercenary,51,episode-000051-episode-50,datasets/pages/source/webtoon_cleaned_dim_v2/teenage-mercenary/episode-000051-episode-50/page-0398.jpg,datasets/pages/single/teenage-mercenary_manwa/episode-000051-episode-50__page-0398.jpg,66916
teenage-mercenary,Teenage Mercenary,21,episode-000021-episode-20,datasets/pages/source/webtoon_cleaned_dim_v2/teenage-mercenary/episode-000021-episode-20/page-0357.jpg,datasets/pages/single/teenage-mercenary_manwa/episode-000021-episode-20__page-0357.jpg,64581
teenage-mercenary,Teenage Mercenary,21,episode-000021-episode-20,datasets/pages/source/webtoon_cleaned_dim_v2/teenage-mercenary/episode-000021-episode-20/page-0356.jpg,datasets/pages/single/teenage-mercenary_manwa/episode-000021-episode-20__page-0356.jpg,49630
teenage-mercenary,Teenage Mercenary,21,episode-000021-episode-20,datasets/pages/source/webtoon_cleaned_dim_v2/teenage-mercenary/episode-000021-episode-20/page-0355.jpg,datasets/pages/single/teenage-mercenary_manwa/episode-000021-episode-20__page-0355.jpg,67485
teenage-mercenary,Teenage Mercenary,51,episode-000051-episode-50,datasets/pages/source/webtoon_cleaned_dim_v2/teenage-mercenary/episode-000051-episode-50/page-0399.jpg,datasets/pages/single/teenage-mercenary_manwa/episode-000051-episode-50__page-0399.jpg,29630
teenage-mercenary,Teenage Mercenary,21,episode-000021-episode-20,datasets/pages/source/webtoon_cleaned_dim_v2/teenage-mercenary/episode-000021-episode-20/page-0354.jpg,datasets/pages/single/teenage-mercenary_manwa/episode-000021-episode-20__page-0354.jpg,61086
teenage-mercenary,Teenage Mercenary,21,episode-000021-episode-20,datasets/pages/source/webtoon_cleaned_dim_v2/teenage-mercenary/episode-000021-episode-20/page-0353.jpg,datasets/pages/single/teenage-mercenary_manwa/episode-000021-episode-20__page-0353.jpg,69561
teenage-mercenary,Teenage Mercenary,158,episode-000158-episode-157,datasets/pages/source/webtoon_cleaned_dim_v2/teenage-mercenary/episode-000158-episode-157/page-0061.jpg,datasets/pages/single/teenage-mercenary_manwa/episode-000158-episode-157__page-0061.jpg,77952
teenage-mercenary,Teenage Mercenary,21,episode-000021-episode-20,datasets/pages/source/webtoon_cleaned_dim_v2/teenage-mercenary/episode-000021-episode-20/page-0352.jpg,datasets/pages/single/teenage-mercenary_manwa/episode-000021-episode-20__page-0352.jpg,34689
teenage-mercenary,Teenage Mercenary,51,episode-000051-episode-50,datasets/pages/source/webtoon_cleaned_dim_v2/teenage-mercenary/episode-000051-episode-50/page-0400.jpg,datasets/pages/single/teenage-mercenary_manwa/episode-000051-episode-50__page-0400.jpg,146156
teenage-mercenary,Teenage Mercenary,21,episode-000021-episode-20,datasets/pages/source/webtoon_cleaned_dim_v2/teenage-mercenary/episode-000021-episode-20/page-0351.jpg,datasets/pages/single/teenage-mercenary_manwa/episode-000021-episode-20__page-0351.jpg,34138
teenage-mercenary,Teenage Mercenary,21,episode-000021-episode-20,datasets/pages/source/webtoon_cleaned_dim_v2/teenage-mercenary/episode-000021-episode-20/page-0350.jpg,datasets/pages/single/teenage-mercenary_manwa/episode-000021-episode-20__page-0350.jpg,38175
teenage-mercenary,Teenage Mercenary,21,episode-000021-episode-20,datasets/pages/source/webtoon_cleaned_dim_v2/teenage-mercenary/episode-000021-episode-20/page-0349.jpg,datasets/pages/single/teenage-mercenary_manwa/episode-000021-episode-20__page-0349.jpg,91903
teenage-mercenary,Teenage Mercenary,51,episode-000051-episode-50,datasets/pages/source/webtoon_cleaned_dim_v2/teenage-mercenary/episode-000051-episode-50/page-0401.jpg,datasets/pages/single/teenage-mercenary_manwa/episode-000051-episode-50__page-0401.jpg,105438
teenage-mercenary,Teenage Mercenary,21,episode-000021-episode-20,datasets/pages/source/webtoon_cleaned_dim_v2/teenage-mercenary/episode-000021-episode-20/page-0348.jpg,datasets/pages/single/teenage-mercenary_manwa/episode-000021-episode-20__page-0348.jpg,121984
teenage-mercenary,Teenage Mercenary,21,episode-000021-episode-20,datasets/pages/source/webtoon_cleaned_dim_v2/teenage-mercenary/episode-000021-episode-20/page-0347.jpg,datasets/pages/single/teenage-mercenary_manwa/episode-000021-episode-20__page-0347.jpg,117041
teenage-mercenary,Teenage Mercenary,21,episode-000021-episode-20,datasets/pages/source/webtoon_cleaned_dim_v2/teenage-mercenary/episode-000021-episode-20/page-0346.jpg,datasets/pages/single/teenage-mercenary_manwa/episode-000021-episode-20__page-0346.jpg,63686
teenage-mercenary,Teenage Mercenary,51,episode-000051-episode-50,datasets/pages/source/webtoon_cleaned_dim_v2/teenage-mercenary/episode-000051-episode-50/page-0402.jpg,datasets/pages/single/teenage-mercenary_manwa/episode-000051-episode-50__page-0402.jpg,111363
teenage-mercenary,Teenage Mercenary,21,episode-000021-episode-20,datasets/pages/source/webtoon_cleaned_dim_v2/teenage-mercenary/episode-000021-episode-20/page-0344.jpg,datasets/pages/single/teenage-mercenary_manwa/episode-000021-episode-20__page-0344.jpg,78956
teenage-mercenary,Teenage Mercenary,21,episode-000021-episode-20,datasets/pages/source/webtoon_cleaned_dim_v2/teenage-mercenary/episode-000021-episode-20/page-0343.jpg,datasets/pages/single/teenage-mercenary_manwa/episode-000021-episode-20__page-0343.jpg,98348
teenage-mercenary,Teenage Mercenary,158,episode-000158-episode-157,datasets/pages/source/webtoon_cleaned_dim_v2/teenage-mercenary/episode-000158-episode-157/page-0060.jpg,datasets/pages/single/teenage-mercenary_manwa/episode-000158-episode-157__page-0060.jpg,103797
teenage-mercenary,Teenage Mercenary,21,episode-000021-episode-20,datasets/pages/source/webtoon_cleaned_dim_v2/teenage-mercenary/episode-000021-episode-20/page-0342.jpg,datasets/pages/single/teenage-mercenary_manwa/episode-000021-episode-20__page-0342.jpg,82565
teenage-mercenary,Teenage Mercenary,51,episode-000051-episode-50,datasets/pages/source/webtoon_cleaned_dim_v2/teenage-mercenary/episode-000051-episode-50/page-0403.jpg,datasets/pages/single/teenage-mercenary_manwa/episode-000051-episode-50__page-0403.jpg,206247
teenage-mercenary,Teenage Mercenary,21,episode-000021-episode-20,datasets/pages/source/webtoon_cleaned_dim_v2/teenage-mercenary/episode-000021-episode-20/page-0341.jpg,datasets/pages/single/teenage-mercenary_manwa/episode-000021-episode-20__page-0341.jpg,56350
teenage-mercenary,Teenage Mercenary,21,episode-000021-episode-20,datasets/pages/source/webtoon_cleaned_dim_v2/teenage-mercenary/episode-000021-episode-20/page-0340.jpg,datasets/pages/single/teenage-mercenary_manwa/episode-000021-episode-20__page-0340.jpg,71732
the-breaker-eternal-force,The Breaker: Eternal Force,53,episode-000053-episode-53,datasets/pages/source/webtoon_cleaned_dim_v2/the-breaker-eternal-force/episode-000053-episode-53/page-0190.jpg,datasets/pages/single/the-breaker-eternal-force_manwa/episode-000053-episode-53__page-0190.jpg,105845
the-breaker-eternal-force,The Breaker: Eternal Force,8,episode-000008-episode-8,datasets/pages/source/webtoon_cleaned_dim_v2/the-breaker-eternal-force/episode-000008-episode-8/page-0262.jpg,datasets/pages/single/the-breaker-eternal-force_manwa/episode-000008-episode-8__page-0262.jpg,7504
the-breaker-eternal-force,The Breaker: Eternal Force,10,episode-000010-episode-10,datasets/pages/source/webtoon_cleaned_dim_v2/the-breaker-eternal-force/episode-000010-episode-10/page-0196.jpg,datasets/pages/single/the-breaker-eternal-force_manwa/episode-000010-episode-10__page-0196.jpg,99496
the-breaker-eternal-force,The Breaker: Eternal Force,8,episode-000008-episode-8,datasets/pages/source/webtoon_cleaned_dim_v2/the-breaker-eternal-force/episode-000008-episode-8/page-0260.jpg,datasets/pages/single/the-breaker-eternal-force_manwa/episode-000008-episode-8__page-0260.jpg,53681
the-breaker-eternal-force,The Breaker: Eternal Force,8,episode-000008-episode-8,datasets/pages/source/webtoon_cleaned_dim_v2/the-breaker-eternal-force/episode-000008-episode-8/page-0259.jpg,datasets/pages/single/the-breaker-eternal-force_manwa/episode-000008-episode-8__page-0259.jpg,75391
the-breaker-eternal-force,The Breaker: Eternal Force,78,episode-000078-episode-78,datasets/pages/source/webtoon_cleaned_dim_v2/the-breaker-eternal-force/episode-000078-episode-78/page-0125.jpg,datasets/pages/single/the-breaker-eternal-force_manwa/episode-000078-episode-78__page-0125.jpg,79492
the-breaker-eternal-force,The Breaker: Eternal Force,8,episode-000008-episode-8,datasets/pages/source/webtoon_cleaned_dim_v2/the-breaker-eternal-force/episode-000008-episode-8/page-0258.jpg,datasets/pages/single/the-breaker-eternal-force_manwa/episode-000008-episode-8__page-0258.jpg,43866
the-breaker-eternal-force,The Breaker: Eternal Force,10,episode-000010-episode-10,datasets/pages/source/webtoon_cleaned_dim_v2/the-breaker-eternal-force/episode-000010-episode-10/page-0197.jpg,datasets/pages/single/the-breaker-eternal-force_manwa/episode-000010-episode-10__page-0197.jpg,51304
the-breaker-eternal-force,The Breaker: Eternal Force,8,episode-000008-episode-8,datasets/pages/source/webtoon_cleaned_dim_v2/the-breaker-eternal-force/episode-000008-episode-8/page-0257.jpg,datasets/pages/single/the-breaker-eternal-force_manwa/episode-000008-episode-8__page-0257.jpg,35938
the-breaker-eternal-force,The Breaker: Eternal Force,8,episode-000008-episode-8,datasets/pages/source/webtoon_cleaned_dim_v2/the-breaker-eternal-force/episode-000008-episode-8/page-0256.jpg,datasets/pages/single/the-breaker-eternal-force_manwa/episode-000008-episode-8__page-0256.jpg,111820
the-breaker-eternal-force,The Breaker: Eternal Force,8,episode-000008-episode-8,datasets/pages/source/webtoon_cleaned_dim_v2/the-breaker-eternal-force/episode-000008-episode-8/page-0255.jpg,datasets/pages/single/the-breaker-eternal-force_manwa/episode-000008-episode-8__page-0255.jpg,66370
the-breaker-eternal-force,The Breaker: Eternal Force,10,episode-000010-episode-10,datasets/pages/source/webtoon_cleaned_dim_v2/the-breaker-eternal-force/episode-000010-episode-10/page-0198.jpg,datasets/pages/single/the-breaker-eternal-force_manwa/episode-000010-episode-10__page-0198.jpg,67722
the-breaker-eternal-force,The Breaker: Eternal Force,8,episode-000008-episode-8,datasets/pages/source/webtoon_cleaned_dim_v2/the-breaker-eternal-force/episode-000008-episode-8/page-0254.jpg,datasets/pages/single/the-breaker-eternal-force_manwa/episode-000008-episode-8__page-0254.jpg,23105
the-breaker-eternal-force,The Breaker: Eternal Force,8,episode-000008-episode-8,datasets/pages/source/webtoon_cleaned_dim_v2/the-breaker-eternal-force/episode-000008-episode-8/page-0253.jpg,datasets/pages/single/the-breaker-eternal-force_manwa/episode-000008-episode-8__page-0253.jpg,53894
the-breaker-eternal-force,The Breaker: Eternal Force,53,episode-000053-episode-53,datasets/pages/source/webtoon_cleaned_dim_v2/the-breaker-eternal-force/episode-000053-episode-53/page-0189.jpg,datasets/pages/single/the-breaker-eternal-force_manwa/episode-000053-episode-53__page-0189.jpg,113103
the-breaker-eternal-force,The Breaker: Eternal Force,8,episode-000008-episode-8,datasets/pages/source/webtoon_cleaned_dim_v2/the-breaker-eternal-force/episode-000008-episode-8/page-0252.jpg,datasets/pages/single/the-breaker-eternal-force_manwa/episode-000008-episode-8__page-0252.jpg,65452
the-breaker-eternal-force,The Breaker: Eternal Force,10,episode-000010-episode-10,datasets/pages/source/webtoon_cleaned_dim_v2/the-breaker-eternal-force/episode-000010-episode-10/page-0199.jpg,datasets/pages/single/the-breaker-eternal-force_manwa/episode-000010-episode-10__page-0199.jpg,42799
the-breaker-eternal-force,The Breaker: Eternal Force,8,episode-000008-episode-8,datasets/pages/source/webtoon_cleaned_dim_v2/the-breaker-eternal-force/episode-000008-episode-8/page-0251.jpg,datasets/pages/single/the-breaker-eternal-force_manwa/episode-000008-episode-8__page-0251.jpg,61270
the-breaker-eternal-force,The Breaker: Eternal Force,8,episode-000008-episode-8,datasets/pages/source/webtoon_cleaned_dim_v2/the-breaker-eternal-force/episode-000008-episode-8/page-0250.jpg,datasets/pages/single/the-breaker-eternal-force_manwa/episode-000008-episode-8__page-0250.jpg,44865
the-breaker-eternal-force,The Breaker: Eternal Force,8,episode-000008-episode-8,datasets/pages/source/webtoon_cleaned_dim_v2/the-breaker-eternal-force/episode-000008-episode-8/page-0249.jpg,datasets/pages/single/the-breaker-eternal-force_manwa/episode-000008-episode-8__page-0249.jpg,77346
the-breaker-eternal-force,The Breaker: Eternal Force,10,episode-000010-episode-10,datasets/pages/source/webtoon_cleaned_dim_v2/the-breaker-eternal-force/episode-000010-episode-10/page-0200.jpg,datasets/pages/single/the-breaker-eternal-force_manwa/episode-000010-episode-10__page-0200.jpg,26646
the-breaker-eternal-force,The Breaker: Eternal Force,8,episode-000008-episode-8,datasets/pages/source/webtoon_cleaned_dim_v2/the-breaker-eternal-force/episode-000008-episode-8/page-0248.jpg,datasets/pages/single/the-breaker-eternal-force_manwa/episode-000008-episode-8__page-0248.jpg,7539
the-breaker-eternal-force,The Breaker: Eternal Force,8,episode-000008-episode-8,datasets/pages/source/webtoon_cleaned_dim_v2/the-breaker-eternal-force/episode-000008-episode-8/page-0247.jpg,datasets/pages/single/the-breaker-eternal-force_manwa/episode-000008-episode-8__page-0247.jpg,99080
the-breaker-eternal-force,The Breaker: Eternal Force,8,episode-000008-episode-8,datasets/pages/source/webtoon_cleaned_dim_v2/the-breaker-eternal-force/episode-000008-episode-8/page-0246.jpg,datasets/pages/single/the-breaker-eternal-force_manwa/episode-000008-episode-8__page-0246.jpg,30811
the-breaker-eternal-force,The Breaker: Eternal Force,10,episode-000010-episode-10,datasets/pages/source/webtoon_cleaned_dim_v2/the-breaker-eternal-force/episode-000010-episode-10/page-0201.jpg,datasets/pages/single/the-breaker-eternal-force_manwa/episode-000010-episode-10__page-0201.jpg,96392
the-breaker-eternal-force,The Breaker: Eternal Force,8,episode-000008-episode-8,datasets/pages/source/webtoon_cleaned_dim_v2/the-breaker-eternal-force/episode-000008-episode-8/page-0245.jpg,datasets/pages/single/the-breaker-eternal-force_manwa/episode-000008-episode-8__page-0245.jpg,137930
the-breaker-eternal-force,The Breaker: Eternal Force,8,episode-000008-episode-8,datasets/pages/source/webtoon_cleaned_dim_v2/the-breaker-eternal-force/episode-000008-episode-8/page-0244.jpg,datasets/pages/single/the-breaker-eternal-force_manwa/episode-000008-episode-8__page-0244.jpg,28988
the-breaker-eternal-force,The Breaker: Eternal Force,53,episode-000053-episode-53,datasets/pages/source/webtoon_cleaned_dim_v2/the-breaker-eternal-force/episode-000053-episode-53/page-0188.jpg,datasets/pages/single/the-breaker-eternal-force_manwa/episode-000053-episode-53__page-0188.jpg,145549
the-breaker-eternal-force,The Breaker: Eternal Force,8,episode-000008-episode-8,datasets/pages/source/webtoon_cleaned_dim_v2/the-breaker-eternal-force/episode-000008-episode-8/page-0243.jpg,datasets/pages/single/the-breaker-eternal-force_manwa/episode-000008-episode-8__page-0243.jpg,100770
the-breaker-eternal-force,The Breaker: Eternal Force,10,episode-000010-episode-10,datasets/pages/source/webtoon_cleaned_dim_v2/the-breaker-eternal-force/episode-000010-episode-10/page-0202.jpg,datasets/pages/single/the-breaker-eternal-force_manwa/episode-000010-episode-10__page-0202.jpg,125901
the-breaker-eternal-force,The Breaker: Eternal Force,8,episode-000008-episode-8,datasets/pages/source/webtoon_cleaned_dim_v2/the-breaker-eternal-force/episode-000008-episode-8/page-0242.jpg,datasets/pages/single/the-breaker-eternal-force_manwa/episode-000008-episode-8__page-0242.jpg,43513
the-breaker-eternal-force,The Breaker: Eternal Force,8,episode-000008-episode-8,datasets/pages/source/webtoon_cleaned_dim_v2/the-breaker-eternal-force/episode-000008-episode-8/page-0241.jpg,datasets/pages/single/the-breaker-eternal-force_manwa/episode-000008-episode-8__page-0241.jpg,43166
tower-of-god,Tower of God,326,episode-000326-season-2-ep-245,datasets/pages/source/webtoon_cleaned_dim_v2/tower-of-god/episode-000326-season-2-ep-245/page-0369.jpg,datasets/pages/single/tower-of-god_manwa/episode-000326-season-2-ep-245__page-0369.jpg,62911
the-breaker-eternal-force,The Breaker: Eternal Force,8,episode-000008-episode-8,datasets/pages/source/webtoon_cleaned_dim_v2/the-breaker-eternal-force/episode-000008-episode-8/page-0240.jpg,datasets/pages/single/the-breaker-eternal-force_manwa/episode-000008-episode-8__page-0240.jpg,19109
the-breaker-eternal-force,The Breaker: Eternal Force,10,episode-000010-episode-10,datasets/pages/source/webtoon_cleaned_dim_v2/the-breaker-eternal-force/episode-000010-episode-10/page-0203.jpg,datasets/pages/single/the-breaker-eternal-force_manwa/episode-000010-episode-10__page-0203.jpg,175945
the-breaker-eternal-force,The Breaker: Eternal Force,8,episode-000008-episode-8,datasets/pages/source/webtoon_cleaned_dim_v2/the-breaker-eternal-force/episode-000008-episode-8/page-0239.jpg,datasets/pages/single/the-breaker-eternal-force_manwa/episode-000008-episode-8__page-0239.jpg,78093
the-breaker-eternal-force,The Breaker: Eternal Force,8,episode-000008-episode-8,datasets/pages/source/webtoon_cleaned_dim_v2/the-breaker-eternal-force/episode-000008-episode-8/page-0238.jpg,datasets/pages/single/the-breaker-eternal-force_manwa/episode-000008-episode-8__page-0238.jpg,46352
tower-of-god,Tower of God,55,episode-000055-season-1-ep-54,datasets/pages/source/webtoon_cleaned_dim_v2/tower-of-god/episode-000055-season-1-ep-54/page-0108.jpg,datasets/pages/single/tower-of-god_manwa/episode-000055-season-1-ep-54__page-0108.jpg,50412
lookism,Lookism,239,episode-000239-ep-239-eli-jang-8,datasets/pages/source/webtoon_cleaned_dim_v2/lookism/episode-000239-ep-239-eli-jang-8/page-0399.jpg,datasets/pages/single/lookism_manwa/episode-000239-ep-239-eli-jang-8__page-0399.jpg,46121
tower-of-god,Tower of God,165,episode-000165-season-2-ep-85,datasets/pages/source/webtoon_cleaned_dim_v2/tower-of-god/episode-000165-season-2-ep-85/page-0323.jpg,datasets/pages/single/tower-of-god_manwa/episode-000165-season-2-ep-85__page-0323.jpg,45556
omniscient-reader,Omniscient Reader,195,episode-000195-episode-194,datasets/pages/source/webtoon_cleaned_dim_v2/omniscient-reader/episode-000195-episode-194/page-0357.jpg,datasets/pages/single/omniscient-reader_manwa/episode-000195-episode-194__page-0357.jpg,136403
tower-of-god,Tower of God,471,episode-000471-season-3-ep-53,datasets/pages/source/webtoon_cleaned_dim_v2/tower-of-god/episode-000471-season-3-ep-53/page-0334.jpg,datasets/pages/single/tower-of-god_manwa/episode-000471-season-3-ep-53__page-0334.jpg,60850
tower-of-god,Tower of God,165,episode-000165-season-2-ep-85,datasets/pages/source/webtoon_cleaned_dim_v2/tower-of-god/episode-000165-season-2-ep-85/page-0322.jpg,datasets/pages/single/tower-of-god_manwa/episode-000165-season-2-ep-85__page-0322.jpg,41898
tower-of-god,Tower of God,55,episode-000055-season-1-ep-54,datasets/pages/source/webtoon_cleaned_dim_v2/tower-of-god/episode-000055-season-1-ep-54/page-0107.jpg,datasets/pages/single/tower-of-god_manwa/episode-000055-season-1-ep-54__page-0107.jpg,51150
lookism,Lookism,239,episode-000239-ep-239-eli-jang-8,datasets/pages/source/webtoon_cleaned_dim_v2/lookism/episode-000239-ep-239-eli-jang-8/page-0398.jpg,datasets/pages/single/lookism_manwa/episode-000239-ep-239-eli-jang-8__page-0398.jpg,261082
tower-of-god,Tower of God,326,episode-000326-season-2-ep-245,datasets/pages/source/webtoon_cleaned_dim_v2/tower-of-god/episode-000326-season-2-ep-245/page-0258.jpg,datasets/pages/single/tower-of-god_manwa/episode-000326-season-2-ep-245__page-0258.jpg,38036
tower-of-god,Tower of God,76,episode-000076-season-1-ep-75,datasets/pages/source/webtoon_cleaned_dim_v2/tower-of-god/episode-000076-season-1-ep-75/page-0307.jpg,datasets/pages/single/tower-of-god_manwa/episode-000076-season-1-ep-75__page-0307.jpg,10563
teenage-mercenary,Teenage Mercenary,161,episode-000161-episode-160,datasets/pages/source/webtoon_cleaned_dim_v2/teenage-mercenary/episode-000161-episode-160/page-0056.jpg,datasets/pages/single/teenage-mercenary_manwa/episode-000161-episode-160__page-0056.jpg,80043
lookism,Lookism,447,episode-000447-ep-447-lookism-finale,datasets/pages/source/webtoon_cleaned_dim_v2/lookism/episode-000447-ep-447-lookism-finale/page-0222.jpg,datasets/pages/single/lookism_manwa/episode-000447-ep-447-lookism-finale__page-0222.jpg,31141
tower-of-god,Tower of God,165,episode-000165-season-2-ep-85,datasets/pages/source/webtoon_cleaned_dim_v2/tower-of-god/episode-000165-season-2-ep-85/page-0321.jpg,datasets/pages/single/tower-of-god_manwa/episode-000165-season-2-ep-85__page-0321.jpg,49272
tower-of-god,Tower of God,55,episode-000055-season-1-ep-54,datasets/pages/source/webtoon_cleaned_dim_v2/tower-of-god/episode-000055-season-1-ep-54/page-0106.jpg,datasets/pages/single/tower-of-god_manwa/episode-000055-season-1-ep-54__page-0106.jpg,52984
lookism,Lookism,239,episode-000239-ep-239-eli-jang-8,datasets/pages/source/webtoon_cleaned_dim_v2/lookism/episode-000239-ep-239-eli-jang-8/page-0397.jpg,datasets/pages/single/lookism_manwa/episode-000239-ep-239-eli-jang-8__page-0397.jpg,43159
omniscient-reader,Omniscient Reader,157,episode-000157-episode-156,datasets/pages/source/webtoon_cleaned_dim_v2/omniscient-reader/episode-000157-episode-156/page-0391.jpg,datasets/pages/single/omniscient-reader_manwa/episode-000157-episode-156__page-0391.jpg,29827
tower-of-god,Tower of God,165,episode-000165-season-2-ep-85,datasets/pages/source/webtoon_cleaned_dim_v2/tower-of-god/episode-000165-season-2-ep-85/page-0320.jpg,datasets/pages/single/tower-of-god_manwa/episode-000165-season-2-ep-85__page-0320.jpg,29161
tower-of-god,Tower of God,76,episode-000076-season-1-ep-75,datasets/pages/source/webtoon_cleaned_dim_v2/tower-of-god/episode-000076-season-1-ep-75/page-0308.jpg,datasets/pages/single/tower-of-god_manwa/episode-000076-season-1-ep-75__page-0308.jpg,41355
tower-of-god,Tower of God,55,episode-000055-season-1-ep-54,datasets/pages/source/webtoon_cleaned_dim_v2/tower-of-god/episode-000055-season-1-ep-54/page-0105.jpg,datasets/pages/single/tower-of-god_manwa/episode-000055-season-1-ep-54__page-0105.jpg,59783
lookism,Lookism,239,episode-000239-ep-239-eli-jang-8,datasets/pages/source/webtoon_cleaned_dim_v2/lookism/episode-000239-ep-239-eli-jang-8/page-0396.jpg,datasets/pages/single/lookism_manwa/episode-000239-ep-239-eli-jang-8__page-0396.jpg,259917
tower-of-god,Tower of God,165,episode-000165-season-2-ep-85,datasets/pages/source/webtoon_cleaned_dim_v2/tower-of-god/episode-000165-season-2-ep-85/page-0319.jpg,datasets/pages/single/tower-of-god_manwa/episode-000165-season-2-ep-85__page-0319.jpg,39395
tower-of-god,Tower of God,471,episode-000471-season-3-ep-53,datasets/pages/source/webtoon_cleaned_dim_v2/tower-of-god/episode-000471-season-3-ep-53/page-0148.jpg,datasets/pages/single/tower-of-god_manwa/episode-000471-season-3-ep-53__page-0148.jpg,41887
tower-of-god,Tower of God,326,episode-000326-season-2-ep-245,datasets/pages/source/webtoon_cleaned_dim_v2/tower-of-god/episode-000326-season-2-ep-245/page-0259.jpg,datasets/pages/single/tower-of-god_manwa/episode-000326-season-2-ep-245__page-0259.jpg,42818
omniscient-reader,Omniscient Reader,157,episode-000157-episode-156,datasets/pages/source/webtoon_cleaned_dim_v2/omniscient-reader/episode-000157-episode-156/page-0396.jpg,datasets/pages/single/omniscient-reader_manwa/episode-000157-episode-156__page-0396.jpg,127958
tower-of-god,Tower of God,165,episode-000165-season-2-ep-85,datasets/pages/source/webtoon_cleaned_dim_v2/tower-of-god/episode-000165-season-2-ep-85/page-0318.jpg,datasets/pages/single/tower-of-god_manwa/episode-000165-season-2-ep-85__page-0318.jpg,41470
tower-of-god,Tower of God,55,episode-000055-season-1-ep-54,datasets/pages/source/webtoon_cleaned_dim_v2/tower-of-god/episode-000055-season-1-ep-54/page-0104.jpg,datasets/pages/single/tower-of-god_manwa/episode-000055-season-1-ep-54__page-0104.jpg,62710
lookism,Lookism,239,episode-000239-ep-239-eli-jang-8,datasets/pages/source/webtoon_cleaned_dim_v2/lookism/episode-000239-ep-239-eli-jang-8/page-0395.jpg,datasets/pages/single/lookism_manwa/episode-000239-ep-239-eli-jang-8__page-0395.jpg,33338
tower-of-god,Tower of God,76,episode-000076-season-1-ep-75,datasets/pages/source/webtoon_cleaned_dim_v2/tower-of-god/episode-000076-season-1-ep-75/page-0309.jpg,datasets/pages/single/tower-of-god_manwa/episode-000076-season-1-ep-75__page-0309.jpg,75562
